Date,Low,Open,Volume,High,Close,Adjusted Close
02-01-1970,6.84375,6.851562976837158,72000,6.890625,6.851562976837158,1.3953886032104492
05-01-1970,6.859375,6.859375,446400,6.898437976837158,6.890625,1.4033442735671997
06-01-1970,6.882812976837158,6.890625,176000,6.960937976837158,6.960937976837158,1.4176641702651978
07-01-1970,6.945312976837158,6.960937976837158,164800,7.015625,7.0,1.42561936378479
08-01-1970,6.984375,7.0,304000,7.109375,7.09375,1.4447119235992432
09-01-1970,7.039062976837158,7.09375,139200,7.117187976837158,7.078125,1.4415305852890015
12-01-1970,7.03125,7.078125,118400,7.085937976837158,7.085937976837158,1.4431219100952148
13-01-1970,7.0625,7.085937976837158,262400,7.125,7.0625,1.4383476972579956
14-01-1970,7.070312976837158,7.070312976837158,377600,7.171875,7.140625,1.4542596340179443
15-01-1970,7.0,7.109375,169600,7.109375,7.0,1.42561936378479
16-01-1970,6.828125,7.0,289600,7.046875,6.953125,1.416073203086853
19-01-1970,6.78125,6.875,179200,6.875,6.8125,1.3874335289001465
20-01-1970,6.78125,6.8125,172800,6.867187976837158,6.867187976837158,1.3985711336135864
21-01-1970,6.804687976837158,6.867187976837158,272000,6.867187976837158,6.851562976837158,1.3953886032104492
22-01-1970,6.835937976837158,6.851562976837158,318400,6.90625,6.890625,1.4033442735671997
23-01-1970,6.820312976837158,6.890625,176000,6.914062976837158,6.820312976837158,1.389024257659912
26-01-1970,6.75,6.820312976837158,278400,6.867187976837158,6.789062976837158,1.3826608657836914
27-01-1970,6.578125,6.789062976837158,217600,6.796875,6.578125,1.3397010564804077
28-01-1970,6.53125,6.578125,344000,6.640625,6.539062976837158,1.3317457437515259
29-01-1970,6.4375,6.53125,296000,6.53125,6.4375,1.3110607862472534
30-01-1970,6.226562976837158,6.4375,430400,6.4375,6.273437976837158,1.2776479721069336
02-02-1970,6.226562976837158,6.273437976837158,340800,6.28125,6.273437976837158,1.2776479721069336
03-02-1970,6.273437976837158,6.273437976837158,692800,6.46875,6.4375,1.3110607862472534
04-02-1970,6.265625,6.4375,392000,6.4375,6.304687976837158,1.2840129137039185
05-02-1970,6.25,6.304687976837158,292800,6.304687976837158,6.28125,1.279239535331726
06-02-1970,6.25,6.28125,313600,6.304687976837158,6.265625,1.276057481765747
09-02-1970,6.273437976837158,6.273437976837158,283200,6.367187976837158,6.328125,1.2887847423553467
10-02-1970,6.296875,6.328125,267200,6.359375,6.351562976837158,1.2935599088668823
11-02-1970,6.328125,6.351562976837158,392000,6.382812976837158,6.335937976837158,1.2903770208358765
12-02-1970,6.382812976837158,6.382812976837158,217600,6.453125,6.453125,1.314242959022522
13-02-1970,6.429687976837158,6.453125,148800,6.492187976837158,6.476562976837158,1.3190174102783203
16-02-1970,6.5,6.5,142400,6.609375,6.609375,1.3460649251937866
17-02-1970,6.640625,6.640625,158400,6.757812976837158,6.695312976837158,1.3635669946670532
18-02-1970,6.71875,6.71875,683200,6.867187976837158,6.796875,1.3842511177062988
19-02-1970,6.765625,6.796875,272000,6.84375,6.796875,1.3842511177062988
20-02-1970,6.734375,6.796875,584000,6.859375,6.75,1.3747042417526245
24-02-1970,6.695312976837158,6.75,193600,6.75,6.695312976837158,1.3635669946670532
25-02-1970,6.695312976837158,6.695312976837158,299200,6.859375,6.859375,1.3969800472259521
26-02-1970,6.765625,6.859375,270400,6.859375,6.835937976837158,1.3922065496444702
27-02-1970,6.765625,6.835937976837158,152000,6.851562976837158,6.8125,1.3874335289001465
02-03-1970,6.796875,6.8125,112000,6.859375,6.796875,1.3842511177062988
03-03-1970,6.703125,6.796875,128000,6.804687976837158,6.734375,1.3715227842330933
04-03-1970,6.71875,6.734375,331200,6.8125,6.789062976837158,1.3826608657836914
